***SENSOR SELECTION,,,,,
CH 1-Voltage(±1V),,,,,
CH 2-Voltage(±1V),,,,,
CH 3-Voltage(±1V),,,,,
INTERNAL,,,,,
*** Sampling Rate ,,,,,
1 Data Per 1 Min,,,,,
*** Duration to Monitor  ,,,,,
1 Day,,,,,
Time(s),V1,V2,V3,°C,
56280,0.602769,0.625665,0.264111,22.1167,0.497515
56340,0.602236,0.625665,0.264643,22.0361,0.497514667
56400,0.602236,0.625665,0.265176,22.1167,0.497692333
56460,0.602236,0.625665,0.265176,22.1167,0.497692333
56520,0.602236,0.625665,0.265708,22.1167,0.497869667
56580,0.601704,0.625665,0.265708,22.0361,0.497692333
56640,0.601704,0.625665,0.265176,22.0361,0.497515
56700,0.601704,0.625133,0.265176,22.0361,0.497337667
56760,0.601704,0.625665,0.265176,22.1167,0.497515
56820,0.601171,0.625133,0.265708,22.1167,0.497337333
56880,0.601171,0.625133,0.265708,22.1167,0.497337333
56940,0.601171,0.625133,0.265708,22.0361,0.497337333
57000,0.601171,0.625133,0.266241,22.1167,0.497515
57060,0.601171,0.625133,0.265708,22.0361,0.497337333
57120,0.600639,0.625133,0.266241,22.0361,0.497337667
57180,0.600639,0.6246,0.266241,22.0361,0.49716
57240,0.600639,0.6246,0.266773,22.0361,0.497337333
57300,0.600639,0.6246,0.266773,22.1167,0.497337333
57360,0.600639,0.6246,0.266773,22.0361,0.497337333
57420,0.600639,0.6246,0.267305,22.0361,0.497514667
57480,0.600639,0.624068,0.267305,22.1167,0.497337333
57540,0.600106,0.624068,0.267305,22.0361,0.497159667
57600,0.600106,0.624068,0.267305,22.1167,0.497159667
57660,0.600106,0.624068,0.267305,22.0361,0.497159667
57720,0.600106,0.624068,0.267305,22.0361,0.497159667
57780,0.600106,0.624068,0.267838,22.1167,0.497337333
57840,0.600106,0.624068,0.267305,22.0361,0.497159667
57900,0.599574,0.624068,0.267838,22.1167,0.49716
57960,0.599574,0.624068,0.267838,22.1167,0.49716
58020,0.599574,0.623535,0.267838,22.1167,0.496982333
58080,0.599574,0.623535,0.267838,22.0361,0.496982333
58140,0.599041,0.623535,0.26837,22.1167,0.496982
58200,0.599041,0.623535,0.26837,22.1167,0.496982
58260,0.599041,0.623535,0.268903,22.1167,0.497159667
58320,0.599041,0.623535,0.268903,22.1167,0.497159667
58380,0.598509,0.623535,0.269435,22.1167,0.497159667
58440,0.598509,0.623003,0.269968,22.1167,0.49716
58500,0.598509,0.623003,0.269968,22.1167,0.49716
58560,0.598509,0.623003,0.269968,22.1167,0.49716
58620,0.598509,0.623003,0.2705,22.1167,0.497337333
58680,0.598509,0.623003,0.2705,22.1167,0.497337333
58740,0.597976,0.622471,0.2705,22.1167,0.496982333
58800,0.597976,0.622471,0.2705,22.1167,0.496982333
58860,0.597976,0.622471,0.2705,22.1167,0.496982333
58920,0.597976,0.622471,0.269968,22.1167,0.496805
58980,0.597444,0.622471,0.2705,22.1167,0.496805
59040,0.597444,0.622471,0.271033,22.1167,0.496982667
59100,0.597444,0.621938,0.271033,22.0361,0.496805
59160,0.597444,0.621938,0.271033,22.1167,0.496805
59220,0.596911,0.621938,0.269968,22.1167,0.496272333
59280,0.596911,0.621938,0.2705,22.1167,0.496449667
59340,0.596911,0.621938,0.269968,22.1167,0.496272333
59400,0.596911,0.621938,0.2705,22.1167,0.496449667
59460,0.596911,0.621938,0.2705,22.1167,0.496449667
59520,0.596379,0.621938,0.2705,22.1972,0.496272333
59580,0.596379,0.621406,0.271565,22.1167,0.49645
59640,0.596379,0.621406,0.271565,22.1167,0.49645
59700,0.596379,0.621406,0.271565,22.1972,0.49645
59760,0.596379,0.621406,0.271565,22.1167,0.49645
59820,0.596379,0.621406,0.271033,22.1167,0.496272667
59880,0.596379,0.621406,0.271565,22.1972,0.49645
59940,0.595846,0.621406,0.271033,22.1167,0.496095
60000,0.595846,0.621406,0.271033,22.1167,0.496095
60060,0.595846,0.621406,0.271033,22.1167,0.496095
60120,0.595846,0.621406,0.271033,22.1167,0.496095
60180,0.595846,0.620873,0.271033,22.1167,0.495917333
60240,0.595846,0.621406,0.2705,22.1167,0.495917333
60300,0.595846,0.620873,0.2705,22.1972,0.495739667
60360,0.595846,0.620873,0.271033,22.1167,0.495917333
60420,0.595314,0.620873,0.271033,22.1167,0.49574
60480,0.595314,0.620873,0.2705,22.1167,0.495562333
60540,0.595314,0.620873,0.271033,22.1167,0.49574
60600,0.595314,0.620873,0.272098,22.1972,0.496095
60660,0.595314,0.620341,0.271565,22.1972,0.49574
60720,0.594781,0.620341,0.271565,22.1972,0.495562333
60780,0.594781,0.620341,0.271565,22.1167,0.495562333
60840,0.594781,0.620341,0.271033,22.1972,0.495385
60900,0.594781,0.620341,0.271033,22.1972,0.495385
60960,0.594781,0.620341,0.2705,22.1167,0.495207333
61020,0.594781,0.620341,0.271033,22.1167,0.495385
61080,0.594249,0.620341,0.271565,22.1972,0.495385
61140,0.594249,0.620341,0.271033,22.1167,0.495207667
61200,0.594249,0.620341,0.271565,22.1972,0.495385
61260,0.594249,0.620341,0.271033,22.1972,0.495207667
61320,0.594249,0.619808,0.271033,22.1972,0.49503
61380,0.594249,0.619808,0.2705,22.1972,0.494852333
61440,0.593717,0.619808,0.2705,22.1167,0.494675
61500,0.593717,0.619808,0.268903,22.1972,0.494142667
61560,0.593717,0.619808,0.269435,22.1972,0.49432
61620,0.593717,0.619808,0.268903,22.1972,0.494142667
61680,0.593717,0.619808,0.269435,22.1972,0.49432
61740,0.593184,0.619808,0.269968,22.1972,0.49432
61800,0.593184,0.619276,0.269435,22.1972,0.493965
61860,0.593184,0.619808,0.269435,22.1972,0.494142333
61920,0.593184,0.619808,0.268903,22.1972,0.493965
61980,0.593184,0.619276,0.26837,22.1972,0.49361
62040,0.593184,0.619276,0.267838,22.1972,0.493432667
62100,0.593184,0.619808,0.269435,22.1972,0.494142333
62160,0.593184,0.619276,0.269968,22.1972,0.494142667
62220,0.592652,0.619276,0.268903,22.1972,0.493610333
62280,0.592652,0.619276,0.268903,22.1972,0.493610333
62340,0.592652,0.619276,0.268903,22.1972,0.493610333
62400,0.592652,0.619276,0.268903,22.1972,0.493610333
62460,0.592652,0.619276,0.269435,22.1972,0.493787667
62520,0.592652,0.619276,0.2705,22.1972,0.494142667
62580,0.592652,0.619276,0.2705,22.1972,0.494142667
62640,0.592652,0.619276,0.26837,22.1972,0.493432667
62700,0.592119,0.618743,0.2705,22.1972,0.493787333
62760,0.592119,0.618743,0.2705,22.2778,0.493787333
62820,0.592119,0.618743,0.2705,22.1972,0.493787333
62880,0.592119,0.618743,0.269968,22.1972,0.49361
62940,0.592119,0.618743,0.26837,22.2778,0.493077333
63000,0.592119,0.618743,0.2705,22.1972,0.493787333
63060,0.592119,0.618743,0.271033,22.2778,0.493965
63120,0.592119,0.618743,0.271033,22.1972,0.493965
63180,0.592119,0.618743,0.2705,22.2778,0.493787333
63240,0.591587,0.618211,0.2705,22.2778,0.493432667
63300,0.591587,0.618211,0.269435,22.2778,0.493077667
63360,0.591587,0.618211,0.269435,22.2778,0.493077667
63420,0.591054,0.618211,0.268903,22.2778,0.492722667
63480,0.591054,0.618211,0.26837,22.2778,0.492545
63540,0.591054,0.618211,0.26837,22.3584,0.492545
63600,0.590522,0.617678,0.26837,22.3584,0.49219
63660,0.590522,0.617678,0.26837,22.3584,0.49219
63720,0.590522,0.617678,0.26837,22.3584,0.49219
63780,0.589989,0.617678,0.26837,22.3584,0.492012333
63840,0.589989,0.617678,0.267838,22.3584,0.491835
63900,0.589989,0.617678,0.265708,22.4389,0.491125
63960,0.589989,0.617678,0.265176,22.3584,0.490947667
64020,0.589989,0.617146,0.266241,22.4389,0.491125333
64080,0.589989,0.617146,0.267838,22.3584,0.491657667
64140,0.589989,0.617146,0.267305,22.4389,0.49148
64200,0.589457,0.617146,0.266241,22.4389,0.490948
64260,0.589457,0.617146,0.263578,22.4389,0.490060333
64320,0.589457,0.617146,0.261448,22.4389,0.489350333
64380,0.589457,0.616613,0.261448,22.4389,0.489172667
64440,0.588924,0.617146,0.261448,22.5195,0.489172667
64500,0.588924,0.616613,0.261981,22.4389,0.489172667
64560,0.588924,0.616613,0.261448,22.5195,0.488995
64620,0.588924,0.616613,0.261448,22.5195,0.488995
64680,0.588392,0.616081,0.259318,22.5195,0.487930333
64740,0.588392,0.616613,0.260916,22.5195,0.488640333
64800,0.588392,0.616081,0.260383,22.5195,0.488285333
64860,0.588392,0.616081,0.260383,22.5195,0.488285333
64920,0.588392,0.616081,0.260383,22.5195,0.488285333
64980,0.588392,0.615548,0.259851,22.6001,0.487930333
65040,0.587859,0.615548,0.259318,22.5195,0.487575
65100,0.587859,0.615548,0.257188,22.5195,0.486865
65160,0.587859,0.615548,0.258253,22.6001,0.48722
65220,0.587859,0.615548,0.257721,22.6001,0.487042667
65280,0.587859,0.615548,0.258786,22.6001,0.487397667
65340,0.587859,0.615548,0.257721,22.6001,0.487042667
65400,0.587859,0.615548,0.256656,22.6001,0.486687667
65460,0.587859,0.615016,0.257188,22.6001,0.486687667
65520,0.587859,0.615016,0.256656,22.6001,0.486510333
65580,0.587859,0.615016,0.257721,22.6001,0.486865333
65640,0.587859,0.615016,0.257188,22.6001,0.486687667
65700,0.587327,0.615016,0.258253,22.5195,0.486865333
65760,0.587327,0.615016,0.257188,22.6001,0.486510333
65820,0.587327,0.614483,0.256656,22.6001,0.486155333
65880,0.587327,0.614483,0.257721,22.5195,0.486510333
65940,0.587327,0.614483,0.257188,22.6001,0.486332667
66000,0.587327,0.614483,0.257721,22.6001,0.486510333
66060,0.587327,0.614483,0.257188,22.6001,0.486332667
66120,0.587327,0.614483,0.257721,22.6001,0.486510333
66180,0.587327,0.613951,0.257721,22.6001,0.486333
66240,0.586794,0.613951,0.257188,22.6001,0.485977667
66300,0.586794,0.614483,0.257188,22.6001,0.486155
66360,0.586794,0.613951,0.258253,22.6001,0.486332667
66420,0.586794,0.613951,0.257721,22.6001,0.486155333
66480,0.586794,0.613418,0.257721,22.6001,0.485977667
66540,0.586794,0.613418,0.257188,22.6806,0.4858
66600,0.586794,0.613418,0.258786,22.6001,0.486332667
66660,0.586262,0.613418,0.257721,22.6806,0.485800333
66720,0.586262,0.612886,0.257721,22.6001,0.485623
66780,0.586262,0.612886,0.257188,22.6806,0.485445333
66840,0.586262,0.612886,0.256656,22.6001,0.485268
66900,0.586262,0.612886,0.256656,22.6001,0.485268
66960,0.586262,0.612886,0.256656,22.6806,0.485268
67020,0.586262,0.612886,0.256656,22.6806,0.485268
67080,0.586262,0.612353,0.256123,22.6806,0.484912667
67140,0.585729,0.612353,0.256656,22.6001,0.484912667
67200,0.585729,0.612353,0.257188,22.6806,0.48509
67260,0.585729,0.612353,0.257188,22.6806,0.48509
67320,0.585729,0.612353,0.257721,22.6806,0.485267667
67380,0.585729,0.612353,0.257721,22.6806,0.485267667
67440,0.585729,0.612353,0.257721,22.6806,0.485267667
67500,0.585729,0.611821,0.257188,22.6806,0.484912667
67560,0.585729,0.611821,0.257721,22.6806,0.485090333
67620,0.585729,0.611821,0.257188,22.6806,0.484912667
67680,0.585729,0.611821,0.257721,22.7612,0.485090333
67740,0.585729,0.611821,0.257188,22.6806,0.484912667
67800,0.585729,0.611821,0.257188,22.6806,0.484912667
67860,0.585729,0.611288,0.257188,22.7612,0.484735
67920,0.585197,0.611288,0.256656,22.7612,0.484380333
67980,0.585197,0.611288,0.257721,22.7612,0.484735333
68040,0.585197,0.611288,0.257188,22.7612,0.484557667
68100,0.585197,0.611288,0.257188,22.7612,0.484557667
68160,0.585197,0.611288,0.257188,22.7612,0.484557667
68220,0.585197,0.611288,0.257721,22.8418,0.484735333
68280,0.585197,0.611288,0.256656,22.7612,0.484380333
68340,0.584664,0.610756,0.257721,22.7612,0.484380333
68400,0.585197,0.611288,0.257721,22.7612,0.484735333
68460,0.584664,0.611288,0.257721,22.7612,0.484557667
68520,0.584664,0.610756,0.247604,22.7612,0.481008
68580,0.584664,0.610756,0.248136,22.7612,0.481185333
68640,0.584664,0.610756,0.250266,22.7612,0.481895333
68700,0.584664,0.610756,0.251331,22.7612,0.482250333
68760,0.584664,0.610756,0.251331,22.7612,0.482250333
68820,0.584664,0.610223,0.251864,22.7612,0.482250333
68880,0.584664,0.610223,0.251864,22.7612,0.482250333
68940,0.584664,0.610756,0.251864,22.7612,0.482428
69000,0.584132,0.610223,0.251864,22.7612,0.482073
69060,0.584664,0.610223,0.238019,22.7612,0.477635333
69120,0.584664,0.610223,0.236422,22.7612,0.477103
69180,0.584132,0.610223,0.235889,22.7612,0.476748
69240,0.584132,0.610223,0.236422,22.8418,0.476925667
69300,0.584664,0.609691,0.236422,22.7612,0.476925667
69360,0.584664,0.609691,0.236422,22.8418,0.476925667
69420,0.584132,0.609691,0.236954,22.7612,0.476925667
69480,0.584664,0.609691,0.236954,22.7612,0.477103
69540,0.584132,0.609691,0.237487,22.7612,0.477103333
69600,0.584132,0.609691,0.237487,22.8418,0.477103333
69660,0.584132,0.609691,0.238551,22.8418,0.477458
69720,0.584132,0.609691,0.238551,22.8418,0.477458
69780,0.584132,0.609691,0.238019,22.8418,0.477280667
69840,0.584132,0.609158,0.237487,22.8418,0.476925667
69900,0.584132,0.609158,0.238019,22.8418,0.477103
69960,0.584132,0.609691,0.238019,22.8418,0.477280667
70020,0.584132,0.609158,0.237487,22.8418,0.476925667
70080,0.584132,0.609158,0.238019,22.7612,0.477103
70140,0.584132,0.609158,0.238551,22.8418,0.477280333
70200,0.584132,0.609158,0.238551,22.7612,0.477280333
70260,0.584132,0.609158,0.238019,22.7612,0.477103
70320,0.584132,0.609158,0.238551,22.8418,0.477280333
70380,0.583599,0.609158,0.238019,22.7612,0.476925333
70440,0.583599,0.609158,0.238551,22.7612,0.477102667
70500,0.583599,0.609158,0.238551,22.7612,0.477102667
70560,0.583599,0.608626,0.239084,22.6806,0.477103
70620,0.583599,0.609158,0.239084,22.7612,0.477280333
70680,0.583599,0.608626,0.238551,22.7612,0.476925333
70740,0.583599,0.608626,0.238551,22.6806,0.476925333
70800,0.583599,0.608626,0.239084,22.7612,0.477103
70860,0.583599,0.608626,0.239084,22.6806,0.477103
70920,0.583599,0.608626,0.239616,22.6806,0.477280333
70980,0.583067,0.608626,0.240149,22.6806,0.477280667
71040,0.583599,0.608626,0.240149,22.6806,0.477458
71100,0.583067,0.608626,0.240149,22.6806,0.477280667
71160,0.583067,0.608626,0.240149,22.6806,0.477280667
71220,0.583067,0.608094,0.240149,22.6806,0.477103333
71280,0.583067,0.608094,0.240149,22.6806,0.477103333
71340,0.583067,0.608094,0.240681,22.6806,0.477280667
71400,0.583067,0.608094,0.241214,22.6806,0.477458333
71460,0.583067,0.608094,0.241746,22.6806,0.477635667
71520,0.583067,0.608094,0.241746,22.6806,0.477635667
71580,0.583067,0.607561,0.241746,22.6001,0.477458
71640,0.583067,0.608094,0.241746,22.6806,0.477635667
71700,0.583067,0.607561,0.242279,22.6001,0.477635667
71760,0.583067,0.607561,0.242279,22.6001,0.477635667
71820,0.583067,0.607561,0.242279,22.6806,0.477635667
71880,0.582535,0.607561,0.242279,22.6001,0.477458333
71940,0.582535,0.607561,0.242279,22.6001,0.477458333
72000,0.582535,0.607561,0.241214,22.6806,0.477103333
72060,0.582535,0.607029,0.241746,22.6001,0.477103333
72120,0.582535,0.607029,0.242279,22.6001,0.477281
72180,0.582535,0.607029,0.242811,22.6001,0.477458333
72240,0.582535,0.607029,0.242811,22.6001,0.477458333
72300,0.582535,0.607029,0.242279,22.6001,0.477281
72360,0.582535,0.607029,0.243344,22.6001,0.477636
72420,0.582002,0.607029,0.242811,22.6001,0.477280667
72480,0.582002,0.607029,0.242811,22.6001,0.477280667
72540,0.582002,0.607029,0.243344,22.6001,0.477458333
72600,0.582002,0.606496,0.242811,22.6001,0.477103
72660,0.582002,0.606496,0.242811,22.6001,0.477103
72720,0.582002,0.606496,0.243344,22.6001,0.477280667
72780,0.581469,0.606496,0.243344,22.6001,0.477103
72840,0.581469,0.606496,0.243876,22.6001,0.477280333
72900,0.581469,0.606496,0.244409,22.6001,0.477458
72960,0.581469,0.606496,0.243344,22.6001,0.477103
73020,0.581469,0.606496,0.243876,22.6001,0.477280333
73080,0.581469,0.605964,0.243876,22.6001,0.477103
73140,0.581469,0.605964,0.243876,22.6001,0.477103
73200,0.581469,0.605964,0.243344,22.6001,0.476925667
73260,0.581469,0.605964,0.243876,22.5195,0.477103
73320,0.581469,0.605964,0.243344,22.6001,0.476925667
73380,0.580937,0.605964,0.242279,22.6001,0.476393333
73440,0.580937,0.605964,0.243344,22.5195,0.476748333
73500,0.580937,0.605431,0.243876,22.6001,0.476748
73560,0.580937,0.605964,0.244409,22.6001,0.477103333
73620,0.580937,0.605431,0.244409,22.5195,0.476925667
73680,0.580937,0.605431,0.244409,22.6001,0.476925667
73740,0.580937,0.605431,0.244409,22.6001,0.476925667
73800,0.580937,0.605431,0.244409,22.6001,0.476925667
73860,0.580937,0.605431,0.244409,22.6001,0.476925667
73920,0.580937,0.605431,0.244409,22.6001,0.476925667
73980,0.580937,0.605431,0.244941,22.6001,0.477103
74040,0.580404,0.605431,0.244941,22.5195,0.476925333
74100,0.580404,0.605431,0.244409,22.5195,0.476748
74160,0.580404,0.604899,0.243876,22.5195,0.476393
74220,0.580404,0.604899,0.244941,22.5195,0.476748
74280,0.580404,0.604899,0.244941,22.6001,0.476748
74340,0.580404,0.604899,0.245474,22.5195,0.476925667
74400,0.580404,0.604899,0.244941,22.6001,0.476748
74460,0.580404,0.604899,0.244941,22.5195,0.476748
74520,0.579872,0.604899,0.244941,22.6001,0.476570667
74580,0.579872,0.604899,0.245474,22.6001,0.476748333
74640,0.579872,0.604899,0.244941,22.5195,0.476570667
74700,0.579872,0.604366,0.245474,22.6001,0.476570667
74760,0.579872,0.604899,0.244941,22.6001,0.476570667
74820,0.579872,0.604366,0.244941,22.5195,0.476393
74880,0.579872,0.604366,0.244409,22.6001,0.476215667
74940,0.579872,0.604366,0.244941,22.6001,0.476393
75000,0.579872,0.604366,0.244941,22.6001,0.476393
75060,0.579872,0.604366,0.244941,22.6001,0.476393
75120,0.579872,0.604366,0.244409,22.6001,0.476215667
75180,0.57934,0.604366,0.244941,22.6001,0.476215667
75240,0.57934,0.604366,0.244941,22.6001,0.476215667
75300,0.57934,0.604366,0.244409,22.6001,0.476038333
75360,0.57934,0.604366,0.244941,22.6001,0.476215667
75420,0.57934,0.603834,0.244941,22.6001,0.476038333
75480,0.57934,0.603834,0.244409,22.6001,0.475861
75540,0.57934,0.603834,0.244941,22.6001,0.476038333
75600,0.57934,0.603834,0.245474,22.6001,0.476216
75660,0.57934,0.603834,0.245474,22.6001,0.476216
75720,0.57934,0.603834,0.244409,22.6001,0.475861
75780,0.57934,0.603301,0.244941,22.6001,0.475860667
75840,0.57934,0.603301,0.244941,22.5195,0.475860667
75900,0.57934,0.603301,0.244941,22.5195,0.475860667
75960,0.57934,0.603301,0.244941,22.6001,0.475860667
76020,0.57934,0.603301,0.243344,22.6001,0.475328333
76080,0.57934,0.603301,0.243876,22.6001,0.475505667
76140,0.578807,0.603301,0.243876,22.6001,0.475328
76200,0.57934,0.603301,0.243876,22.6001,0.475505667
76260,0.578807,0.603301,0.243344,22.6001,0.475150667
76320,0.578807,0.603301,0.242811,22.6001,0.474973
76380,0.578807,0.602769,0.242811,22.5195,0.474795667
76440,0.578807,0.603301,0.242811,22.6001,0.474973
76500,0.578807,0.602769,0.241746,22.6001,0.474440667
76560,0.578807,0.602769,0.242811,22.6001,0.474795667
76620,0.578807,0.602769,0.242811,22.6001,0.474795667
76680,0.578807,0.602769,0.243344,22.5195,0.474973333
76740,0.578807,0.602769,0.243344,22.6001,0.474973333
76800,0.578807,0.602769,0.243344,22.6001,0.474973333
76860,0.578807,0.602769,0.243876,22.6001,0.475150667
76920,0.578807,0.602769,0.243876,22.6001,0.475150667
76980,0.578807,0.602236,0.243344,22.6001,0.474795667
77040,0.578275,0.602236,0.243344,22.5195,0.474618333
77100,0.578275,0.602236,0.243344,22.6001,0.474618333
77160,0.578275,0.602236,0.243344,22.6001,0.474618333
77220,0.578275,0.602236,0.243876,22.6001,0.474795667
77280,0.578275,0.602236,0.244409,22.6001,0.474973333
77340,0.578275,0.602236,0.243876,22.5195,0.474795667
77400,0.578275,0.601704,0.243344,22.6001,0.474441
77460,0.578275,0.601704,0.243344,22.6001,0.474441
77520,0.578275,0.601704,0.243344,22.6001,0.474441
77580,0.578275,0.601704,0.243344,22.6001,0.474441
77640,0.578275,0.601704,0.243344,22.6001,0.474441
77700,0.577742,0.601704,0.243344,22.5195,0.474263333
77760,0.577742,0.601704,0.243344,22.6001,0.474263333
77820,0.577742,0.601171,0.243344,22.6001,0.474085667
77880,0.577742,0.601171,0.243344,22.6001,0.474085667
77940,0.577742,0.601171,0.243344,22.6001,0.474085667
78000,0.577742,0.601171,0.243344,22.6001,0.474085667
78060,0.577742,0.601171,0.243344,22.6001,0.474085667
78120,0.577742,0.601171,0.243344,22.6001,0.474085667
78180,0.577742,0.601171,0.243344,22.6001,0.474085667
78240,0.577742,0.601171,0.243876,22.6001,0.474263
78300,0.577742,0.600639,0.243344,22.6001,0.473908333
78360,0.577742,0.600639,0.243344,22.6001,0.473908333
78420,0.577742,0.600639,0.243344,22.6001,0.473908333
78480,0.57721,0.600639,0.242811,22.6001,0.473553333
78540,0.57721,0.600639,0.243344,22.6001,0.473731
78600,0.57721,0.600639,0.243876,22.6001,0.473908333
78660,0.57721,0.600639,0.243876,22.6001,0.473908333
78720,0.57721,0.600106,0.243344,22.6001,0.473553333
78780,0.57721,0.600106,0.243344,22.6001,0.473553333
78840,0.57721,0.600106,0.243344,22.6001,0.473553333
78900,0.57721,0.600106,0.243344,22.6001,0.473553333
78960,0.57721,0.600106,0.243344,22.6001,0.473553333
79020,0.57721,0.600106,0.243344,22.6001,0.473553333
79080,0.57721,0.600106,0.243344,22.6806,0.473553333
79140,0.576677,0.599574,0.242811,22.6001,0.473020667
79200,0.576677,0.599574,0.242811,22.6001,0.473020667
79260,0.576677,0.599574,0.243344,22.6001,0.473198333
79320,0.576677,0.599574,0.242811,22.6806,0.473020667
79380,0.576677,0.599574,0.242811,22.6001,0.473020667
79440,0.576677,0.599041,0.242811,22.6001,0.472843
79500,0.576677,0.599041,0.242811,22.6806,0.472843
79560,0.576677,0.599041,0.242811,22.6001,0.472843
79620,0.576677,0.599041,0.242811,22.6806,0.472843
79680,0.576677,0.599041,0.242811,22.6806,0.472843
79740,0.576677,0.598509,0.242811,22.6806,0.472665667
79800,0.576145,0.598509,0.242811,22.6001,0.472488333
79860,0.576145,0.598509,0.243344,22.6001,0.472666
79920,0.576145,0.598509,0.243344,22.6806,0.472666
79980,0.576145,0.598509,0.242811,22.6001,0.472488333
80040,0.576145,0.598509,0.242811,22.6806,0.472488333
80100,0.576145,0.598509,0.242811,22.6806,0.472488333
80160,0.576145,0.597976,0.242811,22.6001,0.472310667
80220,0.576145,0.597976,0.242811,22.6806,0.472310667
80280,0.576145,0.597976,0.242811,22.6806,0.472310667
80340,0.576145,0.597976,0.242811,22.6806,0.472310667
80400,0.576145,0.597976,0.242811,22.6806,0.472310667
80460,0.576145,0.597976,0.242811,22.6806,0.472310667
80520,0.575612,0.597444,0.242811,22.6806,0.471955667
80580,0.576145,0.597444,0.242279,22.6806,0.471956
80640,0.575612,0.597444,0.242279,22.6806,0.471778333
80700,0.575612,0.597444,0.242279,22.6806,0.471778333
80760,0.575612,0.596911,0.242279,22.6806,0.471600667
80820,0.575612,0.596911,0.242811,22.6806,0.471778
80880,0.575612,0.596911,0.242279,22.6806,0.471600667
80940,0.575612,0.596911,0.242811,22.6806,0.471778
81000,0.575612,0.596911,0.242811,22.6806,0.471778
81060,0.575612,0.596911,0.242811,22.6806,0.471778
81120,0.575612,0.596379,0.242811,22.6806,0.471600667
81180,0.575612,0.596379,0.243344,22.6806,0.471778333
81240,0.575612,0.596379,0.243344,22.6806,0.471778333
81300,0.575612,0.596379,0.243344,22.6806,0.471778333
81360,0.575612,0.596379,0.243876,22.6806,0.471955667
81420,0.575612,0.596379,0.243876,22.6806,0.471955667
81480,0.575612,0.596379,0.243876,22.6806,0.471955667
81540,0.575612,0.596379,0.243876,22.6806,0.471955667
81600,0.575612,0.595846,0.243876,22.6806,0.471778
81660,0.57508,0.596379,0.242811,22.6806,0.471423333
81720,0.57508,0.595846,0.242811,22.6806,0.471245667
81780,0.57508,0.595846,0.242811,22.6806,0.471245667
81840,0.57508,0.595846,0.243876,22.6806,0.471600667
81900,0.57508,0.595846,0.243876,22.6806,0.471600667
81960,0.57508,0.595846,0.243876,22.6806,0.471600667
82020,0.57508,0.595846,0.243344,22.6806,0.471423333
82080,0.57508,0.595846,0.243876,22.7612,0.471600667
82140,0.57508,0.595846,0.243876,22.6806,0.471600667
82200,0.57508,0.595846,0.243344,22.6806,0.471423333
82260,0.57508,0.595846,0.244409,22.6806,0.471778333
82320,0.57508,0.595314,0.244409,22.6806,0.471601
82380,0.57508,0.595314,0.243876,22.6001,0.471423333
82440,0.57508,0.595314,0.243876,22.6806,0.471423333
82500,0.574547,0.595314,0.243876,22.6806,0.471245667
82560,0.574547,0.595314,0.243344,22.6806,0.471068333
82620,0.574547,0.595314,0.244409,22.6806,0.471423333
82680,0.574547,0.594781,0.243876,22.6806,0.471068
82740,0.574547,0.595314,0.244409,22.6806,0.471423333
82800,0.574547,0.594781,0.243876,22.6806,0.471068
82860,0.574547,0.594781,0.244409,22.6806,0.471245667
82920,0.574547,0.594781,0.244941,22.6806,0.471423
82980,0.574547,0.594781,0.244941,22.6806,0.471423
83040,0.574547,0.594781,0.244409,22.6806,0.471245667
83100,0.574547,0.594781,0.244409,22.6806,0.471245667
83160,0.574015,0.594781,0.244941,22.6806,0.471245667
83220,0.574015,0.594781,0.244409,22.7612,0.471068333
83280,0.574015,0.594249,0.244409,22.6806,0.470891
83340,0.574015,0.594249,0.244941,22.6806,0.471068333
83400,0.574015,0.594249,0.244941,22.6806,0.471068333
83460,0.574015,0.594249,0.244409,22.6806,0.470891
83520,0.574015,0.594249,0.244409,22.6806,0.470891
83580,0.574015,0.594249,0.244409,22.6806,0.470891
83640,0.573482,0.594249,0.243876,22.6806,0.470535667
83700,0.573482,0.594249,0.244409,22.6806,0.470713333
83760,0.573482,0.594249,0.243876,22.6806,0.470535667
83820,0.573482,0.594249,0.243876,22.6806,0.470535667
83880,0.573482,0.593717,0.243876,22.6806,0.470358333
83940,0.573482,0.594249,0.244409,22.6806,0.470713333
84000,0.573482,0.594249,0.243876,22.6806,0.470535667
84060,0.573482,0.593717,0.243876,22.6806,0.470358333
84120,0.573482,0.593717,0.243876,22.6806,0.470358333
84180,0.57295,0.593717,0.243344,22.6806,0.470003667
84240,0.57295,0.593717,0.243876,22.6806,0.470181
84300,0.57295,0.593717,0.243876,22.6806,0.470181
84360,0.57295,0.593184,0.243344,22.6806,0.469826
84420,0.57295,0.593184,0.243344,22.6806,0.469826
84480,0.57295,0.593184,0.243344,22.6806,0.469826
84540,0.57295,0.593184,0.243344,22.6806,0.469826
84600,0.57295,0.593184,0.243344,22.6806,0.469826
84660,0.57295,0.593184,0.243344,22.6806,0.469826
84720,0.57295,0.593184,0.243876,22.6806,0.470003333
84780,0.57295,0.593184,0.243876,22.6806,0.470003333
84840,0.57295,0.593184,0.243344,22.6806,0.469826
84900,0.572417,0.592652,0.243876,22.6806,0.469648333
84960,0.572417,0.592652,0.243344,22.6806,0.469471
85020,0.572417,0.592652,0.243344,22.6806,0.469471
85080,0.572417,0.592652,0.243876,22.6806,0.469648333
85140,0.572417,0.592652,0.243876,22.6806,0.469648333
